Wind_speed,Power,Nacelle_ambient_temperature,Generator_bearing_temperature,Gear_oil_temperature,Ambient_temperature,Rotor_Speed,Nacelle_temperature,Generator_speed,Yaw_angle,Wind_direction,Gear_box_inlet_temperature,Bearing_temperature,Wheel_hub_temperature,Failure_status
7.78,3.5,31.34,79.62,69.85,-7.12,156.49,34.07,1187.14,29.78,159.71,14.32,91.95,15.59,No_failure
16.41,2.29,7.61,84.63,62.71,15.5,119.7,44.1,1261.72,60.0,14.26,11.76,70.0,63.15,No_failure
8.5,2.35,40.0,81.52,80.32,2.02,131.04,43.56,1147.61,44.29,3.91,16.0,70.0,2.39,No_failure
23.1,2.35,19.5,77.26,79.95,2.11,139.2,44.79,1200.88,60.0,36.0,13.19,70.0,55.39,No_failure
19.64,2.09,34.91,85.76,61.77,20.83,177.14,48.09,1552.31,34.4,33.49,18.95,70.0,72.42,No_failure
1.19,4.3,-43.225,120.39124999999999,111.57,67.2875,354.03,74.64999999999999,2202.75125,81.42,192.84124999999997,27.183749999999996,142.73,112.2,Failure
8.51,2.74,40.0,76.82,63.32,2.48,235.21,49.28,1411.61,0.19,15.19,13.51,70.0,-5.67,No_failure
41.52,1.26,-43.225,48.57,116.51124999999999,-15.03,10.57,15.530000000000012,620.4012500000002,129.69,119.21,20.89,35.64,-59.15,Failure
17.91,2.66,15.46,96.31,77.38,40.0,201.25,43.49,1235.74,18.29,22.74,13.89,100.0,-1.62,No_failure
21.62,2.59,40.0,73.96,71.6,12.83,287.86,44.45,1360.49,8.23,56.52,14.8,100.0,-15.74,No_failure
22.7,2.38,37.48,78.52,55.64,9.63,92.42,33.59,1198.29,60.0,98.94,20.0,70.0,22.97,No_failure
1.05,4.3,77.97,120.39124999999999,111.12,67.2875,411.85125,74.64999999999999,2063.7,80.13,192.84124999999997,27.183749999999996,114.2,102.64,Failure
21.67,2.8,26.51,81.0,56.6,9.63,167.67,33.3,1591.23,31.19,51.03,13.82,70.0,8.72,No_failure
19.85,3.19,0.42,91.25,70.35,10.7,280.27,47.87,1419.793976,39.4,81.19,12.68,70.0,-23.78,No_failure
39.3,1.26,-43.225,65.06,116.51124999999999,3.75,21.86,15.530000000000012,701.8,70.42,64.97,23.85,31.51,-68.6,Failure
0.48,4.3,86.08,120.39124999999999,116.51124999999999,67.2875,389.8,74.64999999999999,2150.68,120.88,167.34,27.183749999999996,145.0,99.79,Failure
27.72,3.03,40.0,89.61,68.58,10.56,184.44,60.0,1202.84,60.0,45.15,14.15,100.0,29.26,No_failure
43.15625,1.26,-43.225,47.68125000000001,109.64,-15.93,34.38,15.530000000000012,620.4012500000002,73.24,137.74,27.183749999999996,25.0,-59.44,Failure
0.32,4.3,-43.225,120.39124999999999,115.26,60.69,358.64,74.64999999999999,2202.75125,130.53,120.53,27.183749999999996,112.42,111.6,Failure
9.71,2.65,17.93,81.04,53.22,9.04,276.03,54.26,1423.38,10.76,5.58,14.69,70.0,45.02,No_failure
8.93,2.31,12.08,78.52,86.15,-20.0,241.26,47.62,1487.94,18.14,6.04,17.75,100.0,21.03,No_failure
20.37,2.17,40.0,85.97,68.2,18.23,265.46,42.4,1327.04,23.83,9.32,16.54,70.0,31.77,No_failure
3.0,3.13,19.77,99.95,56.6,21.51,171.57,47.57,1421.29,6.18,37.05,15.91,100.0,19.63,No_failure
18.78,2.92,10.67,97.3,70.3,-20.0,87.78,53.84,1539.96,55.98,25.01,19.26,70.0,43.88,No_failure
10.6,3.1,40.0,85.07,72.25,20.76,127.93,52.03,1424.82,60.0,51.16,10.0,100.0,-40.0,No_failure
25.43,3.09,2.03,71.42,52.66,-2.35,229.4,33.14,1194.77,6.63,91.38,16.61,70.0,14.92,No_failure
19.72,3.26,0.73,93.23,74.31,1.81,272.94,42.54,1580.47,9.65,16.98,16.2,100.0,-7.26,No_failure
8.88,2.65,40.0,86.92,50.0,26.07,300.0,30.0,1347.94,7.37,22.03,17.53,70.0,36.08,No_failure
17.04,2.0,2.13,74.15,56.05,5.23,50.0,30.0,1736.02,8.49,22.48,15.43,85.51,42.45,No_failure
16.42,3.06,40.0,93.42,77.63,10.05,153.59,48.84,1563.99,23.89,3.61,15.58,100.0,-12.6,No_failure
16.04,2.74,0.32,93.89,55.89,-15.8,150.83,40.14,1431.99,2.59,83.76,10.75,70.0,14.39,No_failure
3.0,3.5,35.33,99.49,69.36,7.42,206.09,35.19,1800.0,60.0,38.83,10.75,88.45,35.22,No_failure
19.72,2.62,1.98,77.1,84.24,-6.43,223.75,50.0,1534.04,30.62,51.89,17.19,70.0,6.88,No_failure
12.91,3.49,6.23,74.0,58.79,40.0,135.81,50.84,1776.33,33.9,1.36,12.43,75.79,5.0,No_failure
1.41,4.3,89.935,120.39124999999999,116.51124999999999,64.36,411.85125,72.85,2176.8,130.53,40.81,27.183749999999996,113.15,98.43,Failure
9.48,2.04,19.07,71.64,68.95,35.26,185.71,44.2,1800.0,47.27,21.79,13.16,100.0,21.15,No_failure
1.66,4.3,68.76,120.39124999999999,115.19,67.2875,411.85125,74.64999999999999,2202.75125,104.0,107.48,27.183749999999996,112.53,109.91,Failure
17.66,2.27,26.38,96.01,66.25,-14.0,111.53,43.61,1190.75,20.54,19.53,19.93,70.0,25.5,No_failure
13.88,2.67,1.19,74.64,71.4,25.84,226.52,31.59,1544.37,15.27,70.34,14.99,70.0,38.65,No_failure
10.28,2.71,20.01,88.9,72.9,25.24,185.79,41.67,1290.16,1.53,21.79,18.73,70.0,52.84,No_failure
18.01,2.76,19.77,81.76,85.74,-1.96,87.93,37.67,1244.85,37.46,49.33,17.84,70.0,51.35,No_failure
30.0,2.79,17.9,91.2,79.45,40.0,176.45,37.1,1146.27,17.08,8.03,16.1,70.0,5.23,No_failure
7.26,2.66,33.4,81.58,80.31,24.14,203.85,59.62,1800.0,11.06,21.51,10.56,70.0,14.68,No_failure
5.3,3.06,40.0,74.25,50.59,0.45,255.01,44.76,1311.88,8.8,39.57,13.93,70.0,16.95,No_failure
21.81,2.45,1.88,73.7,89.08,-17.3,149.82,30.0,1000.0,20.78,0.7,13.53,70.0,67.5,No_failure
16.46,2.7,40.0,99.66,73.96,40.0,143.98,35.13,1040.08,7.29,24.54,14.89,70.0,30.09,No_failure
0.04,4.3,89.935,120.39124999999999,111.04,67.2875,411.85125,74.64999999999999,2202.75125,70.72,156.56,27.183749999999996,137.72,114.94,Failure
11.5,2.19,5.31,93.27,57.9,40.0,184.8,44.38,1376.23,33.85,3.28,13.83,70.0,0.61,No_failure
19.81,2.96,19.24,95.73,90.0,8.57,109.77,46.92,1442.56,0.46,24.05,14.32,100.0,55.39,No_failure
25.97,2.09,40.0,77.33,87.83,-10.14,184.54,55.61,1000.0,36.21,61.59,10.04,70.0,60.67,No_failure
20.49,2.82,1.75,70.56,50.0,8.42,229.87,60.0,1588.35,60.0,16.01,20.0,70.0,-38.16,No_failure
23.41,2.35,40.0,78.31,77.05,22.98,203.77,43.78,1483.96,15.42,30.87,16.24,70.0,-18.19,No_failure
11.01,2.98,40.0,70.11,74.12,35.32,194.78,50.82,1211.91,54.26,72.92,15.08,70.0,22.29,No_failure
10.05,3.5,18.05,98.22,78.38,7.81,223.11,50.07,1222.62,60.0,22.46,12.37,78.54,74.81,No_failure
12.64,3.02,1.37,72.56,63.42,-2.09,217.68,50.13,1751.19,0.94,130.22,11.95,70.0,24.63,No_failure
12.84,2.68,40.0,88.98,73.42,20.07,199.88,33.54,1453.44,51.47,42.33,13.05,70.0,53.73,No_failure
13.74,2.81,18.32,98.62,89.01,18.25,232.39,45.1,1000.0,18.39,14.05,14.93,70.0,28.82,No_failure
7.88,2.45,22.26,83.78,74.66,15.88,188.88,43.85,1763.38,34.44,2.01,17.2,80.75,-10.16,No_failure
11.32,2.87,10.2,70.44,78.26,27.05,173.88,45.73,1384.57,60.0,85.23,17.79,70.0,-8.26,No_failure
22.31,3.5,12.6,86.02,75.12,33.13,182.36,37.58,1299.84,44.97,122.85,11.67,70.0,26.74,No_failure
13.77,2.58,40.0,99.88,80.31,-20.0,184.64,49.21,1075.02,33.21,49.8,10.0,100.0,77.34,No_failure
20.38,3.19,23.35,76.16,66.03,-15.51,260.17,43.79,1199.45,11.2,50.85,20.0,70.0,42.14,No_failure
0.79,4.3,6.23,120.39124999999999,116.51124999999999,67.2875,352.09,74.47,2019.88,88.09,38.32,27.183749999999996,129.76,99.93,Failure
18.74,2.8,25.05,74.37,90.0,26.68,128.54,34.27,1570.21,9.62,90.4,17.81,70.0,64.79,No_failure
19.6,2.7,40.0,86.98,85.26,14.87,160.7,39.11,1375.75,1.83,55.11,11.14,70.0,-12.44,No_failure
19.73,3.13,2.45,82.26,75.22,4.63,229.39,44.04,1254.25,14.45,33.41,11.35,70.0,25.36,No_failure
42.13,1.26,-43.225,47.68125000000001,116.51124999999999,-5.42,30.53,15.530000000000012,620.4012500000002,130.53,73.26,22.53,25.0,-68.98,Failure
43.15625,1.26,-43.225,53.92,116.51124999999999,-5.24,9.09,17.9,620.4012500000002,130.53,192.84124999999997,27.183749999999996,26.39,-72.98,Failure
13.8,2.98,23.18,97.18,77.69,5.39,179.62,51.23,1284.22,19.64,13.54,12.08,70.0,-8.57,No_failure
18.32,2.76,3.31,83.23,86.46,21.17,98.97,43.91,1669.66,17.81,47.76,14.31,70.0,3.22,No_failure
14.98,2.66,14.88,77.53,67.0,16.2,273.76,53.08,1222.18,6.09,80.29,16.54,89.08,9.35,No_failure
23.07,2.81,25.55,74.44,69.86,7.6,130.56,41.3,1648.02,15.96,77.98,19.01,100.0,50.06,No_failure
16.72,2.93,24.89,97.2,64.04,8.66,300.0,37.42,1358.15,25.26,51.73,14.18,100.0,24.4,No_failure
22.12,2.68,35.95,70.51,66.77,40.0,56.61,46.29,1539.21,57.65,28.67,11.86,70.0,-1.21,No_failure
21.64,3.5,40.0,86.76,68.06,-3.29,198.78,48.27,1632.35,14.2,148.68,11.28,77.76,34.78,No_failure
4.87,2.41,34.12,71.46,56.32,12.41,112.76,36.33,1307.18,31.36,63.9,14.53,73.21,49.42,No_failure
16.07,3.05,22.83,78.39,63.5,28.19,257.44,46.05,1800.0,9.54,11.71,16.12,70.0,29.55,No_failure
12.32,2.79,40.0,78.03,52.94,13.69,144.17,47.93,1281.88,56.83,7.08,14.53,70.0,80.0,No_failure
43.15625,4.3,47.83,97.0,73.11,-3.3,191.72,74.64999999999999,2202.75125,24.08,101.51,15.9,70.0,10.28,No_failure
11.51,2.75,4.73,73.39,69.91,9.52,70.28,41.36,1540.07,58.95,0.42,16.19,70.0,45.42,No_failure
10.75,2.63,33.56,73.98,57.97,2.81,240.3,41.91,1301.46,32.13,124.51,19.21,82.93,6.54,No_failure
23.24,2.97,40.0,90.77,61.06,-5.06,175.31,50.66,1016.68,40.17,6.47,17.31,70.0,80.0,No_failure
23.72,3.29,37.51,75.33,50.0,-7.83,176.73,30.0,1300.18,15.15,4.94,20.0,100.0,80.0,No_failure
13.75,2.38,26.74,71.16,50.0,-0.37,211.12,31.56,1468.71,23.78,22.39,12.97,70.0,3.27,No_failure
7.79,2.45,14.06,89.47,64.55,-20.0,262.33,43.78,1602.89,6.04,20.51,14.6,70.0,9.45,No_failure
19.81,2.19,8.03,88.05,68.01,5.84,177.96,42.48,1632.02,3.84,19.5,14.29,70.0,-21.65,No_failure
24.5,2.36,40.0,80.64,73.64,19.15,112.75,48.76,1534.92,19.74,13.72,14.97,100.0,34.71,No_failure
1.9,4.3,-43.225,120.39124999999999,116.51124999999999,67.2875,411.85125,74.64999999999999,2202.75125,124.58,181.38,27.183749999999996,115.35,111.47,Failure
25.66,3.16,18.9,95.79,63.68,18.36,170.37,37.31,1768.88,60.0,48.36,14.13,70.0,31.26,No_failure
4.16,3.11,40.0,88.44,77.66,11.03,282.21,51.43,1439.14,57.15,29.82,13.54,70.0,25.14,No_failure
13.37,3.07,39.11,70.43,56.18,17.71,203.67,41.87,1070.58,60.0,13.35,14.27,70.0,57.59,No_failure
14.7,2.89,30.72,76.51,67.23,17.17,175.99,35.87,1000.0,2.67,62.91,13.96,78.88,26.8,No_failure
1.33,4.3,89.935,120.39124999999999,101.27,67.2875,411.85125,73.18,2081.02,130.53,192.84124999999997,27.183749999999996,131.46,103.29,Failure
1.89,4.3,-43.225,120.39124999999999,116.51124999999999,65.79,411.85125,74.64999999999999,2177.93,130.53,52.08,27.183749999999996,139.45,116.99,Failure
16.72,3.05,31.02,89.27,67.74,-1.46,279.86,46.62,1169.65,45.81,34.25,13.49,70.0,0.05,No_failure
25.38,2.81,7.71,95.99,73.07,11.36,228.71,53.52,1362.74,2.26,18.84,11.86,98.87,16.28,No_failure
24.2,2.63,18.16,79.26,76.44,-0.39,177.61,60.0,1557.54,0.52,36.84,13.98,100.0,65.48,No_failure
17.68,3.5,40.0,93.14,90.0,40.0,160.16,54.68,1035.14,0.55,27.65,16.79,71.64,11.49,No_failure
6.98,3.03,22.23,89.97,59.3,15.76,125.67,47.66,1622.7,60.0,44.66,14.91,100.0,-5.51,No_failure
11.58,2.92,16.67,93.3,77.35,19.16,276.23,44.48,1095.5,53.8,0.87,18.66,70.0,-10.2,No_failure
13.81,2.27,17.53,76.26,65.44,-6.99,145.62,44.85,1744.16,60.0,78.98,13.16,100.0,-25.55,No_failure
25.01,2.79,7.89,92.59,73.29,21.18,206.0,50.81,1627.84,60.0,43.05,12.9,70.0,36.41,No_failure
15.75,2.85,40.0,72.41,63.93,-4.77,176.78,48.35,1440.12,55.81,20.87,18.43,82.12,36.54,No_failure
8.25,2.86,40.0,79.3,84.56,40.0,246.89,52.98,1469.61,60.0,11.15,16.74,100.0,16.19,No_failure
18.42,2.64,40.0,99.56,62.87,33.2,276.47,32.83,1361.85,58.0,98.81,10.0,100.0,37.33,No_failure
21.41,3.03,27.21,93.96,66.99,-6.99,110.73,45.92,1425.67,30.79,106.4,14.14,70.0,-31.11,No_failure
24.72,3.2,4.02,91.07,67.77,26.17,106.97,49.25,1588.21,39.93,18.88,14.74,100.0,-15.19,No_failure
23.09,2.94,40.0,86.52,61.95,10.96,82.69,54.06,1707.79,3.21,39.43,19.7,70.0,50.75,No_failure
43.15625,1.26,-34.1,47.68125000000001,106.52,-13.48,4.53,20.44,620.4012500000002,130.53,189.74,21.35,42.98,-63.72,Failure
30.0,3.5,15.19,78.28,78.94,8.4,247.57,56.65,1554.3,3.04,8.68,20.0,100.0,-15.2,No_failure
12.17,2.0,40.0,71.6,50.0,-5.28,242.19,39.61,1633.2,60.0,18.89,18.39,70.0,0.65,No_failure
17.25,2.72,40.0,86.65,60.39,17.22,194.43,45.58,1251.88,60.0,6.82,13.16,70.0,-8.25,No_failure
18.34,2.4,22.23,75.63,69.36,18.77,170.45,37.85,1313.62,21.54,29.65,14.26,70.0,55.95,No_failure
20.53,2.76,40.0,89.11,78.91,-5.93,276.02,50.64,1103.19,16.01,16.3,15.46,70.0,24.07,No_failure
19.42,2.15,40.0,98.58,60.68,40.0,136.56,60.0,1212.94,2.3,25.97,17.69,70.0,80.0,No_failure
17.55848958,2.48,7.1,99.95,75.18,-17.52,160.31,37.59,1577.34,0.3,31.85,13.62,70.0,-4.23,No_failure
22.63,3.5,40.0,71.31,80.7,-20.0,136.51,52.46,1664.78,11.36,24.35,18.65,70.0,26.56,No_failure
19.01,3.02,40.0,78.13,50.0,25.24,133.08,47.05,1562.72,32.84,31.04,13.0,100.0,-15.12,No_failure
24.91,2.22,40.0,99.73,68.95,-20.0,171.44,55.1,1331.82,3.8,1.62,14.73,100.0,80.0,No_failure
13.1,3.34,32.11,88.42,75.48,21.76,160.7,30.0,1312.48,16.28,26.11,12.7,70.0,-30.07,No_failure
21.79,2.63,16.27,89.96,50.0,4.98,271.01,58.34,1137.25,27.51,12.36,15.66,71.11,13.23,No_failure
4.65,3.46,35.15,72.07,50.0,-7.79,113.51,43.75,1448.12,6.67,136.14,15.28,100.0,24.5,No_failure
12.58,2.24,29.93,70.59,75.58,12.15,225.79,53.03,1000.0,45.60892484,9.79,13.15,100.0,-6.52,No_failure
19.33,3.34,16.03,83.61,58.74,39.48,50.0,60.0,1240.02,41.63,12.12,16.5,70.0,-24.9,No_failure
22.07,2.98,8.51,89.2,75.47,15.58,191.86,46.83,1365.85,11.82,47.22,13.72,100.0,28.58,No_failure
18.81,2.8,40.0,84.73,68.91,-20.0,132.73,30.0,1279.02,53.58,43.57,12.07,70.0,67.74,No_failure
0.51,4.3,41.13,120.39124999999999,116.51124999999999,67.2875,351.09,74.64999999999999,2201.03,74.5,166.91,27.183749999999996,145.0,117.59,Failure
7.35,2.85,3.86,78.49,70.44,-18.69,71.68,44.01,1356.27,10.62,26.31,22.97843977,91.12,35.05,No_failure
17.93,3.13,38.21,74.68,90.0,-15.41,228.89,47.44,1590.37,10.39,15.67,14.97,70.0,7.57,No_failure
21.68,2.96,38.17,99.18,79.03,-0.34,214.66,43.61,1516.1,30.06,108.1,15.71,70.0,28.85,No_failure
1.92,4.3,57.25,120.39124999999999,115.1,67.2875,353.6,74.64999999999999,2202.75125,77.44,192.84124999999997,27.183749999999996,145.0,116.42,Failure
11.39,2.45,40.0,71.87,86.46,8.27,300.0,48.22,1167.43,25.0,8.69,13.45,100.0,8.51,No_failure
16.68,2.22,15.93,89.51,50.0,40.0,219.32,43.16,1391.22,36.84,10.54,15.72,70.0,10.56,No_failure
22.62,3.09,6.31,78.88,88.41,-5.34,243.36,45.14,1252.1,6.2,42.04,17.04,100.0,42.16,No_failure
30.0,2.57,40.0,94.57,74.84,40.0,195.92,51.97,1445.05,3.07,43.64,16.56,70.0,28.12,No_failure
18.49,2.59,23.32,91.08,72.94,30.68,147.93,40.84,1606.72,35.29,30.1,16.22,70.0,80.0,No_failure
8.98,2.85,2.55,93.46,76.32,11.09,73.49,43.25,1340.02,14.9,15.54,18.07,76.09,73.38,No_failure
14.89,3.5,29.76,83.27,65.4,13.96,126.94,36.83,1494.71,60.0,4.5,18.78,70.0,-4.46,No_failure
10.26,2.58,40.0,90.22,52.32,34.83,99.42,31.21,1280.14,5.53,41.48,14.39,100.0,38.97,No_failure
23.35,2.53,18.83,86.6,76.8,-8.11,158.47,48.68,1344.28,22.47,41.31,10.0,70.0,28.3,No_failure
14.52,2.41,40.0,96.84,52.6,-4.58,207.98,46.8,1199.7,22.8,27.17,15.82,100.0,-15.58,No_failure
8.91,3.22,8.75,71.78,80.48,21.56,266.19,45.94,1604.5,5.17,19.99,13.0,70.0,22.04,No_failure
38.74,1.26,-43.225,47.68125000000001,116.51124999999999,2.95,5.95,22.55,620.4012500000002,99.22,192.84124999999997,26.15,33.75,-82.65,Failure
38.85,1.26,-43.225,47.68125000000001,116.51124999999999,-0.6,27.82,15.530000000000012,620.4012500000002,110.75,165.15,20.88,35.71,-77.7,Failure
17.53,3.123787826,40.0,84.7,73.45,5.61,226.67,53.14,1193.08,19.1,50.95,10.51,70.0,20.72,No_failure
8.45,2.54,40.0,72.33,90.0,18.86,189.7,36.59,1740.51,60.0,8.55,12.2,71.05,28.0,No_failure
13.16,2.36,25.91,76.65,90.0,38.54,105.29,47.62,1176.65,8.2,159.5,15.9,100.0,-20.65,No_failure
43.15625,1.26,-43.225,57.19,109.37,-3.95,6.63,15.530000000000012,620.4012500000002,129.84,151.56,21.06,57.76,-59.26,Failure
23.64,3.39,22.95,89.69,79.76,15.39,268.41,46.47,1178.36,60.0,43.23,17.3,80.24,31.57,No_failure
27.08,3.14,2.94,76.17,68.34,4.42,92.95,33.31,1581.29,19.59,149.54,18.12,70.0,19.1,No_failure
16.23,2.88,8.27,88.04,90.0,33.58,168.76,34.38,1764.04,60.0,30.07,13.59,100.0,10.24,No_failure
9.11,2.98,38.4,99.4,65.09,15.91,125.93,40.96,1188.01,58.62,39.35,18.7,70.0,42.0,No_failure
12.68,2.43,40.0,72.89,79.81,16.98,135.36,37.33,1308.24,60.0,64.99,15.89,70.0,16.29,No_failure
22.31,2.86,3.8,79.67,54.44,5.34,252.82,30.0,1588.38,6.84,90.86,12.83,100.0,51.36,No_failure
41.88,1.26,-36.65,47.68125000000001,116.51124999999999,-11.78,28.77,15.530000000000012,692.89,80.7,20.93,22.03,25.0,-55.85,Failure
15.47,3.17,40.0,99.14,50.0,-10.52,108.92,41.82,1800.0,60.0,26.01,15.81,85.95,0.56,No_failure
1.72,4.3,27.85,120.39124999999999,116.51124999999999,64.09,411.85125,74.64999999999999,2194.53,89.85,158.97,27.183749999999996,116.43,117.21,Failure
3.0,3.123787826,35.45,78.79,65.36,37.74,62.67,55.37,1367.11,59.7,43.06,12.73,70.0,76.31,No_failure
15.24,3.15,21.4,85.96,78.94,-4.3,50.0,34.51,1536.82,2.87,26.58,13.62,70.0,80.0,No_failure
9.58,2.34,40.0,84.61,72.68,26.07,133.3,44.7,1286.5,60.0,55.79,13.56,100.0,-31.0,No_failure
20.51,2.24,26.66,91.54,50.0,-8.61,174.62,49.31,1205.56,60.0,26.1,11.54,70.0,80.0,No_failure
15.33,3.12,40.0,96.46,53.0,-15.93,116.8,47.9,1385.06,5.08,192.84124999999997,17.54,70.0,64.96,No_failure
15.28,3.22,18.23,72.32,61.79,17.35,207.83,48.22,1529.47,33.87,113.87,16.21,100.0,60.21,No_failure
17.45,2.61,40.0,79.19,57.12,23.41,193.71,43.86,1379.83,10.95,7.39,14.07,70.0,46.99,No_failure
4.37,3.16,40.0,72.91,81.6,23.52,93.01,44.91,1392.89,55.5,121.38,18.49,71.35,80.0,No_failure
7.61,3.26,21.00924672,85.67,50.0,20.8,124.91,30.0,1493.01,43.62,101.11,17.9,70.0,21.59,No_failure
1.32,4.3,89.935,120.39124999999999,116.08,67.2875,394.92,74.64999999999999,2034.35,68.65,192.84124999999997,27.183749999999996,130.85,115.37,Failure
15.06,3.02,38.19,88.87,50.0,-20.0,113.15,47.27,1800.0,12.84,25.07,14.7,70.0,43.85,No_failure
25.98,2.57,14.61,74.08,63.0,21.43,214.21,37.33,1599.17,18.01,88.59,11.37,100.0,78.73,No_failure
18.46,2.5,3.88,76.53,55.09,6.88,209.61,55.72,1061.59,0.83,8.78,13.59,70.0,-1.89,No_failure
15.56,2.2,40.0,77.65,77.03,28.01,181.17,51.61,1252.83,25.41,70.06,16.34,100.0,12.85,No_failure
25.75,2.68,10.31,76.13,80.82,0.64,113.63,53.55,1347.54,31.62,23.55,20.0,70.0,67.02,No_failure
16.28,3.45,40.0,94.97,72.41,20.49,229.59,39.76,1666.41,4.69,24.48,13.92,70.0,12.69,No_failure
1.48,4.3,-5.93,120.39124999999999,116.46,67.2875,360.9,74.64999999999999,2202.75125,130.53,192.84124999999997,27.183749999999996,114.13,102.71,Failure
42.25,1.26,-43.225,58.48,116.51124999999999,-16.38,33.58,15.530000000000012,620.4012500000002,93.89,37.05,24.26,36.54,-89.7,Failure
18.25,2.37,40.0,94.93,78.32,8.34,128.12,43.06,1310.1,15.37,0.89,13.5,87.37,44.85,No_failure
30.0,3.22,3.34,91.55,55.28,-17.32,171.39,44.2,1508.17,23.83,44.52,10.74,100.0,39.57,No_failure
40.22,1.26,-37.88,47.68125000000001,116.51124999999999,-14.78,32.71,18.68,620.4012500000002,113.3,192.84124999999997,24.18,43.51,-60.96,Failure
11.06,2.68,40.0,87.1,75.26,7.82,143.59,50.98,1578.13,60.0,30.52,18.23,70.0,31.29,No_failure
12.41,3.02,27.94,76.15,76.77,22.36,121.15,46.26,1512.52,3.97,11.99,15.21,100.0,-34.06,No_failure
5.95,2.94,15.52,94.29,62.82,32.54,243.82,30.0,1356.33,26.67,47.52,13.18,70.0,-20.86,No_failure
18.12,2.83,40.0,96.18,83.84,40.0,278.61,38.58,1253.58,17.17,111.14,19.32,70.0,69.87,No_failure
23.15,3.15,9.14,78.92,52.06,-0.58,192.06,54.89,1682.57,60.0,9.78,16.29,80.47,12.62,No_failure
15.42,3.2,40.0,98.85,70.89,25.8,300.0,37.87,1542.04,4.46,20.95,11.49,100.0,51.76,No_failure
16.4,3.5,40.0,88.4,59.65,0.94,73.09,52.48,1466.92,60.0,46.93,17.16,100.0,15.06,No_failure
1.08,4.3,89.09,120.39124999999999,112.66,66.92,355.36,74.64999999999999,2102.1,130.53,192.84124999999997,27.183749999999996,116.25,101.53,Failure
19.69,3.11,3.76,72.96,74.01,-11.94,188.01,55.3,1292.26,6.09,13.42,15.76,70.08,1.48,No_failure
22.91,3.24,25.25,99.44,65.47,14.19,155.39,44.97,1402.17,50.01,13.24,14.07,100.0,1.38,No_failure
23.11,2.9,31.76,71.67,71.7,2.31,50.0,42.29,1579.03,5.87,37.58,17.42,100.0,-33.61,No_failure
23.61,2.37,36.45,99.6,62.12,12.91,206.69,43.38,1251.51,13.35,15.0,16.24,81.59,-35.13,No_failure
42.38,1.26,-33.22,67.01,116.51124999999999,-5.55,7.66,15.530000000000012,716.39,98.7,192.84124999999997,27.183749999999996,25.0,-76.15,Failure
3.0,3.04,40.0,93.82,90.0,14.29,137.31,45.64,1164.79,25.21,21.59,14.19,100.0,44.25,No_failure
22.71,3.05,7.83,86.63,89.09,19.98,129.23,50.93,1117.01,60.0,137.68,14.25,70.0,31.8,No_failure
17.83,2.47,2.82,73.86,74.62,30.03,229.74,42.76,1710.54,5.85,27.72,18.1,70.0,57.72,No_failure
9.65,2.31,40.0,76.43,56.99,22.76,92.79,30.17,1508.66,1.32,50.5,20.0,70.0,46.66,No_failure
15.64,3.16,40.0,73.73,81.65,-15.31,300.0,34.8,1522.09,60.0,22.46,15.46,100.0,52.48,No_failure
11.68,2.49,38.5,95.54,89.7,-5.86,125.49,45.54,1561.97,60.0,29.73,10.0,70.0,8.0,No_failure
24.47,3.5,40.0,88.25,76.78,9.01,219.56,48.68,1095.59,14.91,1.07,10.0,70.0,-19.12,No_failure
29.96,4.3,49.35,89.89,56.48,-2.97,156.78,73.8,2202.75125,60.0,72.95,27.183749999999996,113.14,35.1,No_failure
17.12,3.5,34.08,95.63,59.08,23.8,117.06,41.09,1358.16,60.0,22.14,13.45,70.0,-21.46,No_failure
40.5,1.26,-39.57,67.33,116.51124999999999,-2.01,32.52,20.24,759.03,124.01,192.84124999999997,20.41,25.0,-50.34,Failure
19.29,3.03,40.0,90.16,57.57,22.41,243.03,40.67,1645.26,45.60892484,25.47,15.68,100.0,47.34,No_failure
0.25,4.3,-6.77,120.39124999999999,104.41,67.2875,387.77,74.64999999999999,2069.24,70.94,192.84124999999997,27.183749999999996,145.0,105.77,Failure
24.1,3.43,31.59,97.69,90.0,-0.85,230.28,38.95,1312.28,12.79,32.01,15.91,70.0,52.03,No_failure
17.38,2.0,0.12,92.02,65.72,38.49,157.36,47.19,1367.31,37.81,38.85,12.42,70.0,1.95,No_failure
8.46,2.28,40.0,79.21,50.01,-9.86,165.34,43.05,1548.35,60.0,26.58,16.63,70.0,72.55,No_failure
22.39,3.31,20.92,81.04,90.0,10.29,122.78,45.02,1162.48,60.0,44.02,12.81,70.0,40.26,No_failure
43.15625,1.26,-38.17,47.68125000000001,110.51,-9.35,10.78,24.5,620.4012500000002,108.31,174.36,27.183749999999996,39.31,-83.81,Failure
7.43,2.95,23.27,79.67,54.74,9.64,262.13,51.37,1419.793976,60.0,9.45,16.65,70.0,38.88,No_failure
14.56,2.88,2.78,92.94,64.13,40.0,159.43,60.0,1360.35,18.64,48.05,18.82,100.0,1.48,No_failure
17.65,3.06,40.0,83.76,57.96,6.94,191.65,39.84,1282.96,27.15,16.2,15.04,70.0,7.08,No_failure
1.02,4.3,25.95,120.39124999999999,107.06,67.2875,411.85125,70.2,2202.75125,125.63,192.84124999999997,27.183749999999996,143.39,115.34,Failure
20.73,2.25,1.25,96.92,55.82,-0.98,300.0,50.34,1035.71,8.07,106.24,12.39,70.0,62.08,No_failure
